document,line_number,character,dialogue
the empire strikes back,661,LEIA,Not really.
the empire strikes back,662,LANDO,You look absolutely beautiful. You truly belong here with us  among the clouds.
the empire strikes back,663,LEIA,Thank you.
the empire strikes back,664,LANDO,Will you join me for a little refreshment?
the empire strikes back,665,LANDO,"Everyone's invited, of course."
the empire strikes back,666,LANDO,Having trouble with you droid?
the empire strikes back,667,HAN,No. No problem. Why?
the empire strikes back,668,LANDO,"So you see, since we're a small operation, we don't fall into  the...uh...jurisdiction of the Empire."
the empire strikes back,669,LEIA,So you're part of the mining guild then?
the empire strikes back,670,LANDO,"No, not actually. Our operation is small enough not to be  noticed...which is advantageous for everybody since our customers are anxious to avoid attracting attention to themselves."
the empire strikes back,671,HAN,Aren't you afraid the Empire's going to find out about this  little operation and shut you down?
the empire strikes back,672,LANDO,That's always been a danger looming like a shadow over  everything we've built here. But things have developed that will insure security. I've just made a deal that will keep the Empire out of here forever.
the empire strikes back,673,VADER,We would be honored if you would join us.
the empire strikes back,674,LANDO,I had no choice. They arrived right before you did. I'm sorry.
the empire strikes back,675,HAN,"I'm sorry, too."
the empire strikes back,676,LUKE,"No, Threepio's with them."
the empire strikes back,677,LUKE,Just hang on. We're almost there.
the empire strikes back,678,THREEPIO,"Mmmm. Oh, my. Uh, I, uh -- Take this off! I, uh, don't mean  to intrude here. I, don't, no, no, no...Please don't get up. No!"
the empire strikes back,679,THREEPIO,"Stormtroopers? Here? We're in danger. I must tell the  others. Oh, no! I've been shot!"
the empire strikes back,680,LANDO,Lord Vader.
the empire strikes back,681,VADER,You may take Captain Solo to Jabba the Hut after I  have Skywalker.
the empire strikes back,682,BOBA FETT,He's no good to me dead.
the empire strikes back,683,VADER,He will not be permanently damaged.
the empire strikes back,684,LANDO,"Lord Vader, what about Leia and the Wookiee?"
the empire strikes back,685,VADER,They must never again leave this city.
the empire strikes back,686,LANDO,"That was never a condition of our agreement, nor was giving Han  to this bounty hunter!"
the empire strikes back,687,VADER,Perhaps you think you're being treated unfairly.
the empire strikes back,688,LANDO,No.
the empire strikes back,689,VADER,Good. It would be unfortunate if I had to leave a garrison  here.
the empire strikes back,690,LANDO,This deal's getting worse all the time.
the empire strikes back,691,THREEPIO,"Oh, yes, that's very good. I like that. Oh! Something's not  right because now I can't see. Wait. Wait! Oh, my! what have you done? I'm backwards, you stupid furball. Only an overgrown mophead like you would be stupid enough..."
the empire strikes back,692,HAN,I feel terrible.
the empire strikes back,693,LEIA,Why are they doing this?
the empire strikes back,694,HAN,They never even asked me any questions.
the empire strikes back,695,LEIA,Lando.
the empire strikes back,696,HAN,"Get out of here, Lando!"
the empire strikes back,697,LANDO,Shut up and listen! Vader has agreed to turn Leia and Chewie  over to me.
the empire strikes back,698,HAN,Over to you?
the empire strikes back,699,LANDO,"They'll have to stay here, but at least they'll be safe."
the empire strikes back,700,LEIA,What about Han?
the empire strikes back,701,LANDO,Vader's giving him to the bounty hunter.
the empire strikes back,702,LEIA,Vader wants us all dead.
the empire strikes back,703,LANDO,He doesn't want you at all. He's after somebody called  Skywalker.
the empire strikes back,704,HAN,Luke?
the empire strikes back,705,LANDO,Lord Vader has set a trap for him.
the empire strikes back,706,LEIA,And we're the bait.
the empire strikes back,707,LANDO,"Well, he's on his way."
the empire strikes back,708,HAN,"Perfect. You fixed us all pretty good, didn't you?   My friend!"
the empire strikes back,709,LANDO,"Stop! I've done all I can do. I'm sorry I couldn't do better,  but I have my own problems."
the empire strikes back,710,HAN,"Yeah, you're a real hero."
the empire strikes back,711,LEIA,You certainly have a way with people.
the empire strikes back,712,VADER,"This facility is crude, but it should be adequate to freeze  Skywalker for his journey to the Emperor."
the empire strikes back,713,IMPERIAL SOLDIER,"Lord Vader, ship approaching. X-wing class."
the empire strikes back,714,VADER,Good. Monitor Skywalker and allow him to land.
the empire strikes back,715,LANDO,"Lord Vader, we only use this facility for carbon freezing. If  you put him in there, it might kill him."
the empire strikes back,716,VADER,I do not want the Emperor's prize damaged. We will test it...on  Captain Solo.
the empire strikes back,717,THREEPIO,"If only you had attached my legs, I wouldn't be in this  ridiculous position. Now, remember, Chewbacca, you have a responsibility to me, so don't do anything foolish."
the empire strikes back,718,HAN,What's going on...buddy?
the empire strikes back,719,LANDO,You're being put into carbon freeze.
the empire strikes back,720,BOBA FETT,What if he doesn't survive? He's worth a lot to me.
the empire strikes back,721,VADER,The Empire will compensate you if he dies. Put him in!
the empire strikes back,722,THREEPIO,"Oh, no! No, no, no! Stop, Chewbacca, stop...!"
the empire strikes back,723,HAN,"Stop, Chewie, stop! Do you hear me? Stop!"
the empire strikes back,724,THREEPIO,"Yes, stop, please! I'm not ready to die."
the empire strikes back,725,HAN,"Chewie! Chewie, this won't help me. Hey!"
the empire strikes back,726,HAN,Save your strength. There'll be another time. The princess -- you  have to take care of her. You hear me?
the empire strikes back,727,LEIA,I love you!
the empire strikes back,728,HAN,I know.
the empire strikes back,729,THREEPIO,"What...what's going on? Turn around, Chewbacca, I can't see.  Oh...they've encased him in carbonite. He should be quite well-protected -- if he survives the freezing process, that is."
the empire strikes back,730,VADER,"Well, Calrissian, did he survive?"
the empire strikes back,731,LANDO,"Yes, he's alive. And in perfect hibernation."
the empire strikes back,732,VADER,He's all yours bounty hunter. Reset the chamber for Skywalker.
the empire strikes back,733,IMPERIAL OFFICER,"Skywalker has just landed, my lord."
the empire strikes back,734,VADER,"Good. See to it that he finds his way here. Calrissian, take  the princess and the Wookiee to my ship."
the empire strikes back,735,LANDO,You said they'd be left in the city under my supervision.
the empire strikes back,736,VADER,I am altering the deal. Pray I don't alter it any further.
the empire strikes back,737,LEIA,"Luke! Luke, don't -- it's a trap! It's a trap!"
the empire strikes back,738,VADER,"The Force is with you, young Skywalker. But you are not a Jedi  yet."
the empire strikes back,739,LANDO,Well done. Hold them in the security tower -- and keep it  quiet. Move.
the empire strikes back,740,LEIA,What do you think you're doing?
the empire strikes back,741,LANDO,We're getting out of here.
the empire strikes back,742,THREEPIO,I knew all along it had to be a mistake.
the empire strikes back,743,LEIA,Do you think that after what you did to Han we're going to trust  you?
the empire strikes back,744,LANDO,I had no choice...
the empire strikes back,745,THREEPIO,"What are you doing? Trust him, trust him!"
the empire strikes back,746,LEIA,"Oh, so we understand, don't we, Chewie? He had no choice."
the empire strikes back,747,LANDO,I'm just trying to help...
the empire strikes back,748,LEIA,We don't need any of your help.
the empire strikes back,749,LANDO,H-a-a-a...
the empire strikes back,750,LEIA,What?
the empire strikes back,751,THREEPIO,It sounds like Han.
the empire strikes back,752,LANDO,"There's still a chance to save Han...I mean, at the East  Platform..."
the empire strikes back,753,LEIA,Chewie.
the empire strikes back,754,THREEPIO,"I'm terribly sorry about all this. After all,  he's only a Wookiee."
the empire strikes back,755,BOBA FETT,Put Captain Solo in the cargo hold.
the empire strikes back,756,THREEPIO,Artoo! Artoo! Where have you been?
the empire strikes back,757,THREEPIO,"Turn around, you wooly...!  Hurry, hurry! We're  trying to save Han from the bounty hunter!"
the empire strikes back,758,THREEPIO,"Well, at least your still in one piece! Look what happened  to me!"
the empire strikes back,759,THREEPIO,"Oh, no! Chewie, they're behind you!"
the empire strikes back,760,VADER,"You have learned much, young one."
the empire strikes back,761,LUKE,You'll find I'm full of surprises.
the empire strikes back,762,VADER,"Your destiny lies with me, Skywalker. Obi-Wan knew this to be  true."
the empire strikes back,763,LUKE,No!
the empire strikes back,764,VADER,All to easy. Perhaps you are not as strong as the Emperor  thought.
the empire strikes back,765,VADER,Impressive...most impressive.
the empire strikes back,766,VADER,Obi-Wan has taught you well. You have controlled your fear...  now release your anger.
the empire strikes back,767,VADER,Only your hatred can destroy me.
the empire strikes back,768,LANDO,The security codes has been changed!
the empire strikes back,769,THREEPIO,"Artoo, you can tell the computer to override the security  system."
the empire strikes back,770,LANDO,Attention! This is Lando Calrissian. The Empire has takes  control of the city. I advise everyone to leave before more Imperial troops arrive.
the empire strikes back,771,LANDO,This way.
the empire strikes back,772,THREEPIO,Don't blame me. I'm an interpreter. I'm not supposed to know  a power socket from a computer terminal.
the empire strikes back,773,THREEPIO,"What are you talking about? We're not interested in the  hyperdrive on the Millennium Falcon. It's fixed! Just open the door, you stupid lump."
the empire strikes back,774,THREEPIO,I never doubted you for a second. Wonderful!
the empire strikes back,775,THREEPIO,"Ouch! Oh! Ah! That hurt, Bend down, you thoughtless...Ow!"
the empire strikes back,776,LANDO,Leia! Go!
the empire strikes back,777,THREEPIO,"I thought that hairy beast would be the end of me. Of  course, I've looked better."
the empire strikes back,778,VADER,You are beaten. It is useless to resist. Don't let yourself be  destroyed as Obi-Wan did.
the empire strikes back,779,VADER,"There is no escape. Don't make me destroy you. You do not yet  realize your importance. You have only begun to discover you power. Join me and I will complete your training. With our combined strength, we can end this destructive conflict and bring order to the galaxy."
the empire strikes back,780,LUKE,I'll never join you!
the empire strikes back,781,VADER,If you only knew the power of the dark side. Obi-Wan never told  you what happened to your father.
the empire strikes back,782,LUKE,He told me enough! He told me you killed him.
the empire strikes back,783,VADER,No. I am your father.
the empire strikes back,784,LUKE,No. No. That's not true! That's impossible!
the empire strikes back,785,VADER,Search your feelings. You know it to be true.
